name,domain,country
University of Bahrain,uob.edu.bh,bh
Illinois Wesleyan University,iwu.edu,us
Medical University of Lublin / Uniwersytet Medyczny w Lublinie,umlub.pl,pl
University of Allahabad,allduniv.ac.in,in
Civil Aviation University of China / 中国民航大学,cauc.edu.cn,cn
University Lucian Blaga of Sibiu,ulbsibiu.ro,ro
Universidad Politécnica Salesiana Ecuador,ups.edu.ec,ec
Université du Havre / Université Le Havre Normandie (comUE Normandie Université),univ-lehavre.fr,fr
Hertie School of Governance,hertie-school.org,de
(3) Harvard University Harvard Business School,hbs.edu,us
Universidad Pontificia Comillas,comillas.edu,es
Universidade Federal do Estado do Rio de Janeiro UNIRIO,unirio.br,br
(4) Walden University (National Technological University),waldenu.edu,us
Fachhochschule Nordwestschweiz,fhnw.ch,ch
Universidad Nacional del Litoral,unl.edu.ar,ar
Wonkwang University / 원광대학교,wku.ac.kr,kr
Karabük University,karabuk.edu.tr,tr
Universidade Estadual de Ponta Grossa UEPG,portal.uepg.br,br
Moscow Power Engineering Institute / Национальный исследовательский университет МЭИ,mpei.ru,ru
Menzies School of Health Research,menzies.edu.au,au
(1) Korea Aerospace University (Hankuk Aviation University) / 한국항공대학,kau.ac.kr,kr
University of South China (Nanhua University) / 南华大学,usc.edu.cn,cn
Changchun University of Technology / 长春工业大学,ccut.edu.cn,cn
Chengdu University of Information Technology / 成都信息工程大学,cuit.edu.cn,cn
Tomsk State University of Control Systems and Radioelectronics / Томский государственный университет систем управления и радиоэлектроники,tusur.ru,ru
Yanbian University / 延边大学,ybu.edu.cn,cn
Université de Lyon III / Université Jean Moulin Lyon III (comUE Université de Lyon),univ-lyon3.fr,fr
Fayoum University,fayoum.edu.eg,eg
Universidad Católica de Valencia San Vicente Mártir,ucv.es,es
National Institute of Technology Durgapur (Regional Engineering College),nitdgp.ac.in,in
Robert Morris University,rmu.edu,us
Universidade Estadual de Santa Cruz UESC,uesc.br,br
University of Science & Technology Daejeon / 과학기술연합대학원대학교,ust.ac.kr,kr
Centrale Lille,centralelille.fr,fr
Namik Kemal University,nku.edu.tr,tr
Bashkir State University / Башкирский государственный университет,bashedu.ru,ru
University of Botswana,ub.bw,bw
University of Isfahan,ui.ac.ir,ir
National Institute of Mental Health and Neurosciences,nimhans.ac.in,in
Universiti Kuala Lumpur,unikl.edu.my,my
Universidade Federal de Alagoas,ufal.br,br
(1) Hiroshima Institute of Technology / 広島工業大学,it-hiroshima.ac.jp,jp
Istanbul Medipol University,medipol.edu.tr,tr
Tianjin University of Traditional Chinese Medicine / 天津中医药大学,tjutcm.edu.cn,cn
University Centre in Svalbard,unis.no,no
École Nationale Supérieure de Techniques Avancées / ENSTA Paris (Institut Polytechnique de Paris),ensta-paris.fr,fr
Alabama A&M University,aamu.edu,us
Universidade Federal do Rio Grande FURG,furg.br,br
Indiana University South Bend,iusb.edu,us
Kahramanmaraş Sütçü İmam University / Kahramanmaraş Sütçü İmam Üniversitesi,ksu.edu.tr,tr
University of Fort Hare,ufh.ac.za,za
University of Medicine and Pharmacy Gr T Popa,umfiasi.ro,ro
Universidad Nacional de Río Cuarto,unrc.edu.ar,ar
Universidad de Mondragon Mondragon Unibertsitatea,mondragon.edu,es
Xi'An University of Science & Technology / 西安科技大学,xust.edu.cn,cn
Universidade Federal do Triangulo Mineiro UFTM,uftm.edu.br,br
Louisiana State University Agricultural Center,lsuagcenter.com,us
Hebei University of Science & Technology / 河北科技大学,hebust.edu.cn,cn
University of Cape Coast,ucc.edu.gh,gh
Southern Utah University,suu.edu,us
Guangxi University for Nationalities / 广西民族大学,gxun.edu.cn,cn
Shahrekord University,sku.ac.ir,ir
Universidad Autónoma de Ciudad Juárez,uacj.mx,mx
Augsburg College,augsburg.edu,us
Universidade Estácio de Sá,portal.estacio.br,br
Cracow University of Economics / Uniwersytet Ekonomiczny w Krakowie,uek.krakow.pl,pl
Universidade Federal do Pampa UNIPAMPA,unipampa.edu.br,br
Wuhan Polytechnic University / 武汉轻工大学,whpu.edu.cn,cn
Fayetteville State University,uncfsu.edu,us
Gandhi Institute of Technology and Management,gitam.edu,in
Jomo Kenyatta University of Agriculture and Technology,jkuat.ac.ke,ke
Norfolk State University,nsu.edu,us
University of Kalyani,klyuniv.ac.in,in
CUNY John Jay College of Criminal Justice,jjay.cuny.edu,us
Saint George's University,sgu.edu,gd
Ternopil National Economy University / Тернопільський національний економічний університет,tneu.edu.ua,ua
Necmettin Erbakan University Konya,erbakan.edu.tr,tr
Kochi University of Technology / 高知工科大学,kochi-tech.ac.jp,jp
Higher Colleges of Technology,hct.ac.ae,ae
Kurukshetra University,kuk.ac.in,in
Universidad Nacional de Cuyo Mendoza,uncuyo.edu.ar,ar
Shiga University of Medical Science / 滋賀医科大学,shiga-med.ac.jp,jp
Universidad de la Serena,userena.cl,cl
Winona State University,winona.edu,us
Shaoxing University / 绍兴文理学院,usx.edu.cn,cn
Jan Evangelista Purkyně University in Ústí nad Labem / Univerzita Jana Evangelisty Purkyně v Ústí nad Labem UJEP,ujep.cz,cz
Roger Williams University,rwu.edu,us
Universidad Católica del Norte,ucn.cl,cl
Yaşar University,yasar.edu.tr,tr
Klaipėda University / Klaipėdos universitetas,ku.lt,lt
Northeastern State University,nsuok.edu,us
Punjab Agricultural University Ludhiana,pau.edu,in
Karunya University,karunya.edu,in
Ludong University / 鲁东大学,ldu.edu.cn,cn
Changwon National University / 창원대학교,changwon.ac.kr,kr
Vlerick Leuven Gent Management School,vlerick.com,be
University of Agricultural Sciences and Veterinary Medicine Cluj Napoca,usamvcluj.ro,ro
North China University of Technology / 北方工业大学,ncut.edu.cn,cn
Hochschule Furtwangen,hs-furtwangen.de,de
Kashan University of Medical Sciences,kaums.ac.ir,ir
Jiangxi Agricultural University / 江西农业大学,jxau.edu.cn,cn
Moscow State University of Civil Engineering / Московский Государственный Строительный Университет,mgsu.ru,ru
University of Port Harcourt,uniport.edu.ng,ng
Shenyang University of Technology / 沈阳工业大学,sut.edu.cn,cn
Universitas Syiah Kuala,unsyiah.ac.id,id
Xiamen University of Technology (Lujiang University) / 厦门理工学院,xmut.edu.cn,cn
Minzu University of China (Central University for Nationalities) / 中央民族大学,muc.edu.cn,cn
Hochschule für Technik und Wirtschaft Berlin,htw-berlin.de,de
Chongqing University of Technology / 重庆理工大学,cqut.edu.cn,cn
University of Cumbria,cumbria.ac.uk,uk
Merrimack College,merrimack.edu,us
Universidad Nacional del Nordeste,unne.edu.ar,ar
Vet Agro Sup / Institut d'Enseignement Supérieur et de Recherche en Alimentation Santé animale sciences agronomiques et de environnement (comUE Université de Lyon),vetagro-sup.fr,fr
Islamia University Bahawalpur,iub.edu.pk,pk
Shenyang Agricultural University / 沈阳农业大学,syau.edu.cn,cn
Tecnológico Nacional de México,tecnm.mx,mx
Communication University of China (Beijing Broadcasting Institute) / 中国传媒大学,cuc.edu.cn,cn
Lovely Professional University,lpu.in,in
Universidade de Pernambuco,upe.br,br
UTP University of Science and Technology Bydgoszcz / Uniwersytet Technologiczno-Przyrodniczy J i J Śniadeckich w Bydgoszczy,utp.edu.pl,pl
K L University,kluniversity.in,in
Gorgan University of Agricultural Sciences and Natural Resources,gau.ac.ir,ir
Institut d'Optique Graduate School IOGS ParisTech (comUE Université Paris Saclay),institutoptique.fr,fr
Mustafa Kemal University,mku.edu.tr,tr
Jiaxing University / 嘉兴学院,zjxu.edu.cn,cn
EDHEC Business School (Université Côte d'Azur),edhec.edu,fr
Universidad de Cuenca,ucuenca.edu.ec,ec
Federal University of Technology Akure,futa.edu.ng,ng
Petrozavodsk State University / Петрозаводский государственный университет,petrsu.ru,ru
Arts et Métiers ParisTech / École Nationale Supérieure d'Arts et Métiers (ex ENSAM) (HESAM Université),artsetmetiers.fr,fr
Djillali Liabes university of Sidi Bel Abbes,univ-sba.dz,dz
Universidad de los Andes Mérida,ula.ve,ve
University of Kerala,keralauniversity.ac.in,in
Pázmány Péter Catholic University Budapest / Pázmány Péter Katolikus Egyetem PPKE,ppke.hu,hu
Wuhan Textile University / 武汉纺织大学,wtu.edu.cn,cn
University of Wisconsin River Falls,uwrf.edu,us
Universidad Autónoma de Sinaloa,uas.edu.mx,mx
Universidade Federal de Alfenas UNIFAL-MG,unifal-mg.edu.br,br
Tokyo University of Marine Science & Technology / 東京海洋大学,kaiyodai.ac.jp,jp
Open University of Hong Kong,ouhk.edu.hk,hk
Eastern Virginia Medical School,evms.edu,us
Yerevan State University,ysu.am,am
Winthrop University,winthrop.edu,us
Chatham University,chatham.edu,us
University of La Verne,laverne.edu,us
Central South University of Forestry & Technology / 中南林业科技大学,csuft.edu.cn,cn
California State University Monterey Bay,csumb.edu,us
Hebei University of Engineering / 河北工程大学,hebeu.edu.cn,cn
Iona College,iona.edu,us
Guru Gobind Singh Indraprastha University,ipu.ac.in,in
Jazan University,jazanu.edu.sa,sa
Gauhati University,gauhati.ac.in,in
Giresun University,giresun.edu.tr,tr
École Nationale Supérieure d'Ingénieurs de Caen / ENSI Caen (comUE Normandie Université),ensicaen.fr,fr
Huaibei Normal University (Coal Industry Normal College) / 淮北师范大学,chnu.edu.cn,cn
Unitec New Zealand,unitec.ac.nz,nz
Jianghan University / 江汉大学,jhun.edu.cn,cn
Beijing University of Civil Engineering & Architecture / 北京建筑工程学院,bucea.edu.cn,cn
(3) Auburn University Montgomery,aum.edu,us
Shanxi Normal University / 山西师范大学,sxnu.edu.cn,cn
Universitas Hasanuddin,unhas.ac.id,id
(1) Dumlupinar University / T C Kütahya Dumlupınar Üniversitesi,dpu.edu.tr,tr
Lawrence Technological University,ltu.edu,us
Aksaray University,aksaray.edu.tr,tr
Shanghai Institute of Technology / 上海应用技术大学,sit.edu.cn,cn
Southwest University for Nationalities / 西南民族大学,swun.edu.cn,cn
Georgia College & State University,gcsu.edu,us
Jacobs University Bremen,jacobs-university.de,de
École Centrale de Marseille,centrale-marseille.fr,fr
(1) University of Medicine and Pharmacy Victor Babes Timisoara,umft.ro,ro
Università degli Studi Guglielmo Marconi,unimarconi.it,it
South Valley University,svu.edu.eg,eg
Belarusian National Technical University / Белорусский национальный технический университет,bntu.by,by
Guizhou Normal University / 贵州师范大学,gznu.edu.cn,cn
University of Technology Iraq,uotechnology.edu.iq,iq
Szczecin University / Uniwersytet Szczeciński,usz.edu.pl,pl
Nanjing Institute of Technology / 南京工程学院,njit.edu.cn,cn
University of Oradea,uoradea.ro,ro
Sokoine University of Agriculture,sua.ac.tz,tz
Shahjalal University of Science & Technology,sust.edu,bd
Universidad de los Andes Santiago de Chile,uandes.cl,cl
Universidade do Estado de Santa Catarina UDESC,udesc.br,br
Università degli Studi di Enna Kore,unikore.it,it
Xavier University of Louisiana,xula.edu,us
University of Petroleum & Energy Studies,upes.ac.in,in
Bryant University,bryant.edu,us
(2) Centro Agronómico Tropical de Investigación y Enseñanza,catie.ac.cr,cr
Yunnan Agricultural University / 云南农业大学,ynau.edu.cn,cn
Aswan University,aswu.edu.eg,eg
Huaiyin Normal University / 淮阴师范学院,hytc.edu.cn,cn
Kadir Has University,khas.edu.tr,tr
İstanbul Medeniyet Üniversitesi,medeniyet.edu.tr,tr
University of Alaska Anchorage,uaa.alaska.edu,us
Monash University Malaysia,monash.edu.my,my
Qinghai University / 青海大学,qhu.edu.cn,cn
Universidade Federal dos Vales do Jequitinhonha e Mucuri UFVJM,ufvjm.edu.br,br
Handong Global University / 한동대학교,handong.edu,kr
Guangdong Pharmaceutical University / 广东药科大学,gdpu.edu.cn,cn
Universidade Federal do Piauí UFPI,ufpi.br,br
North China University of Water Resources and Electric Power / 华北水利水电大学,ncwu.edu.cn,cn
University of the District of Columbia,udc.edu,us
Xihua University / 西华大学,xhu.edu.cn,cn
Université Hassan II de Casablanca,univh2c.ma,ma
Universitas Narotama UNNAR Surabaya,narotama.ac.id,id
Shanxi Medical University / 山西医科大学,sxmu.edu.cn,cn
Moscow Aviation Institute National Research University / Московский авиационный институт (национальный исследовательский университет),mai.ru,ru
Osaka Institute of Technology / 大阪工業大学,oit.ac.jp,jp
Université de Bejaia,univ-bejaia.dz,dz
Guangzhou Medical University / 广州医科大学,gzhmu.edu.cn,cn
Tokyo Denki University / 東京電機大学,dendai.ac.jp,jp
Truman State University,truman.edu,us
Mokpo National University / 목포대학교,mokpo.ac.kr,kr
(1) Qingdao University of Technology / 青岛理工大学,qtech.edu.cn,cn
Bishop's University,ubishops.ca,ca
Università degli Studi Niccolò Cusano (Università delle Scienze Umane),unicusano.it,it
Universidad de San Carlos de Guatemala,usac.edu.gt,gt
Tomsk State Pedagogical University / Томский государственный педагогический университет,tspu.edu.ru,ru
Universidad de Antofagasta,uantof.cl,cl
Arak University,araku.ac.ir,ir
Konan University / 甲南大学,konan-u.ac.jp,jp
Inner Mongolia Agricultural University / 内蒙古农业大学,imau.edu.cn,cn
University of Peshawar,uop.edu.pk,pk
Universidad Torcuato di Tella,utdt.edu,ar
Universidad Mayor Chile,umayor.cl,cl
Texas A&M International University,tamiu.edu,us
École Nationale des Ponts et Chaussées ENPC (comUE Université Paris Est),ecoledesponts.fr,fr
Brandon University,brandonu.ca,ca
Universität Luzern,unilu.ch,ch
Islamic Azad University Tabriz,iaut.ac.ir,ir
Indian Institute of Science Education and Research Thiruvananthapuram,iisertvm.ac.in,in
Universidad de Sonora,unison.mx,mx
Foshan University / 佛山科学技术学院,web.fosu.edu.cn,cn
Pomeranian Medical University / Pomorski Uniwersytet Medyczny w Szczecinie,pum.edu.pl,pl
(3) Universitat Ramon Llull ESADE Business School Barcelona,esade.edu,es
University of Brunei Darussalam,ubd.edu.bn,bn
Medical University of Lodz / Uniwersytet Medyczny w Łodzi,umed.pl,pl
Universiti Sains Islam Malaysia,usim.edu.my,my
Philadelphia University at Jordan,philadelphia.edu.jo,jo
Hamline University,hamline.edu,us
Fairleigh Dickinson University,fdu.edu,us
Guilan University of Medical Sciences Rasht,gums.ac.ir,ir
Montpellier Business School,montpellier-bs.com,fr
University of Houston Downtown,uhd.edu,us
Université de Sfax,univ-sfax.tn,tn
Lucknow University,lkouniv.ac.in,in
Al Quds University Arab University in Jerusalem,alquds.edu,ps
Gubkin Russian State University of Oil and Gas / Российский государственный университет нефти и газа ИМ Губкина,gubkin.ru,ru
National Formosa University / 國立虎尾科技大學,nfu.edu.tw,tw
Nanjing University of Chinese Medicine / 南京中医药大学,njucm.edu.cn,cn
Muroran Institute of Technology / 室蘭工業大学,muroran-it.ac.jp,jp
Université Sidi Mohammed Ben Abdellah Fes,usmba.ac.ma,ma
MCPHS University (Massachusetts College of Pharmacy & Health Sciences),mcphs.edu,us
Technical University in Zvolen / Technická univerzita vo Zvolene,tuzvo.sk,sk
University of Nicosia,unic.ac.cy,cy
Kansai Medical University / 関西医科大学,kmu.ac.jp,jp
Louisiana State University Shreveport,lsus.edu,us
Near East University / Yakın Doğu University,neu.edu.tr,ty
Dublin Institute For Advanced Studies DIAS,dias.ie,ie
Southwestern University,southwestern.edu,us
Universidad San Jorge,usj.es,es
Northern (Arctic) Federal University (Arkhangelsk State Technical University) / Северный (Арктический) федеральный университет М В Ломоносова,narfu.ru,ru
